country,description,designation,points,price,taster_name,title,variety,winery
US,"Blackberry and black cherry fruit is lightly dappled with peppery spices. There's also the slightest suggestion of fresh herb. It's a sturdy, supple wine of modest proportions.",Zena Crown,89,45,Paul Gregutt,SolÃ©na 2012 Zena Crown Pinot Noir (Eola-Amity Hills),Pinot Noir,SolÃ©na
US,"So ripe and fruity, it's almost too much of a good thing. Detonates on the palate with blasts of blackberries, cherries, raspberries, cola and cinnamon spice. Feels too soft, and could use greater dryness and structure, but it's a good BBQ sipper.",Zen Ranch,84,24,,Bianchi 2006 Zen Ranch Zinfandel (Paso Robles),Zinfandel,Bianchi
Germany,"Dusty, stony minerality penetrates from start to finish on this dry, full-bodied Riesling. The palate is austere in flavor with bristling notes of lemon pith and dried herbs, but the mouthfeel is rich and round with a luscious mineral-oil viscosity.",Zeltinger Sonnenuhr SpÃ_tlese Dry,89,32,Anna Lee C. Iijima,Markus Molitor 2010 Zeltinger Sonnenuhr SpÃ_tlese Dry Riesling (Mosel),Riesling,Markus Molitor
Germany,"Truly stunning, this white starts out with subtle talcum powder and gravel notes, then adds intense perfume and peaches in the mouth. There's a finely tuned balance and good length. Exceptional harmony and intensity suggest it will improve for 15 years or more.",Zeltinger Sonnenuhr SpÃ_tlese,92,30,,Markus Molitor 2008 Zeltinger Sonnenuhr SpÃ_tlese Riesling (Mosel),Riesling,Markus Molitor
Germany,"A tight-knitted core of acidity and minerality intensifies sweet white peach and honey flavors in this semidry Riesling. It's simultaneously bracing yet lush, with darting notes of saffron and lime zest on the finish.",Zeltinger Sonnenuhr SpÃ_tlese,92,33,Anna Lee C. Iijima,Markus Molitor 2012 Zeltinger Sonnenuhr SpÃ_tlese Riesling (Mosel),Riesling,Markus Molitor
Germany,"Crushed mineral and tart melon rind notes lend a crisp, slender tone to this medium sweet Riesling. Its spry, filigreed texture is accentuated by high-toned acidity. The finish is only moderately long but refreshingly citrusy.",Zeltinger Sonnenuhr Josefsberg Old Vines SpÃ_tlese,89,28,Anna Lee C. Iijima,Weingut Albert Gessinger 2015 Zeltinger Sonnenuhr Josefsberg Old Vines SpÃ_tlese Riesling (Mosel),Riesling,Weingut Albert Gessinger
Germany,"While shades of slate and saffron lend complexity and nuance, this semisweet wine is more a showcase of sumptuous yellow peach and pear flavors. Its high-toned acidity and delicate, lacy mouthfeel make it irresistibly gulpable.",Zeltinger Sonnenuhr Josefsberg Old Vines SpÃ_tlese,92,28,Anna Lee C. Iijima,Weingut Albert Gessinger 2014 Zeltinger Sonnenuhr Josefsberg Old Vines SpÃ_tlese Riesling (Mosel),Riesling,Weingut Albert Gessinger
Germany,"The â€œ**â€ù designation on this wine indicates the exceptional selection process used to pick intensely ripe, late-harvest grapes for this Auslese. Just a hint off dry, it's exceptionally full bodied with a rich, minerally palate accented by flecks of sweet stonefruit and honey. Brisk acidity offsets the voluptuous mouthfeel.",Zeltinger Sonnenuhr Auslese** Off-Dry,90,70,Anna Lee C. Iijima,Markus Molitor 2010 Zeltinger Sonnenuhr Auslese** Off-Dry Riesling (Mosel),Riesling,Markus Molitor
Germany,"Perfumed on the nose with heady yellow florals and stonefruit, this is one stunner of a Riesling. It's powerfully concentrated on the palate with flavors of honey and sweet peach tinged with lanolin and wax. Penetrating and pure in focus, yet remarkably delicate in texture, it finishes long with layers of crushed-stone minerality.",Zeltinger Sonnenuhr Auslese,94,58,Anna Lee C. Iijima,Markus Molitor 2010 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Markus Molitor
Germany,"Blossomy pink-grapefruit perfume bursts from this fruity, floral, complex auslese. While lip-smackingly sweet with flavors of red berries and hibiscus nectar, it's grounded with a backdrop of acidity and steely minerality that resonates long through the finish.",Zeltinger Sonnenuhr Auslese,95,52,Anna Lee C. Iijima,Joh. Jos. PrÃ_m 2013 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Joh. Jos. PrÃ_m
Germany,"Pristine apple, pear and peach are marked with hints of nuts and crushed stones in this sprightly yet deeply complex auslese. It's lacy and sheer on the palate, yet lime and lemon tones are bracing. Hold till 2020 to allow the subtleties to intensify.",Zeltinger Sonnenuhr Auslese,94,51,Anna Lee C. Iijima,Joh. Jos. PrÃ_m 2012 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Joh. Jos. PrÃ_m
Germany,Dusty mineral and pollen notes lend savory complexity to sunny tangerine and honey on the palate of this kabinett. It's not a deeply penetrating wine but delicate tangerine sweetness and zippy acidity feel vital and fresh. Drink now.,Zeltinger Schlossberg Kabinett Old Vines,88,17,Anna Lee C. Iijima,Weingut Albert Gessinger 2015 Zeltinger Schlossberg Kabinett Old Vines Riesling (Mosel),Riesling,Weingut Albert Gessinger
Germany,"While exuberantly floral and fruity on the nose, this dry, full-bodied Riesling is surprisingly lean on the palate. It's briskly structured, showing delicate flavors of tart apple and lemon, and a crisp, biting finish.",Zeltinger Himmelreich Trocken,86,16,Anna Lee C. Iijima,Franz KrÃ_mer 2012 Zeltinger Himmelreich Trocken Riesling (Mosel),Riesling,Franz KrÃ_mer
Germany,"While exuberantly floral and fruity on the nose, this dry, full-bodied Riesling is surprisingly lean on the palate. It's briskly structured, showing delicate flavors of tart apple and lemon, and a crisp, biting finish.",Zeltinger Himmelreich Trocken,86,16,Anna Lee C. Iijima,Franz KrÃ_mer 2012 Zeltinger Himmelreich Trocken Riesling (Mosel),Riesling,Franz KrÃ_mer
US,"This is a bold combination of 89% Dolcetto from the Napa side of Carneros and 11% Barbera from one of its happy spots in the state, El Dorado County. Big bodied and tannic on entry, it softens in the glass to reveal bright red cherry and spearmint, with a touch of bitterness on the finish.",Zelo Rosso,88,36,Virginie Boone,Uvaggio 2013 Zelo Rosso Red (Carneros-Napa Valley),Red Blend,Uvaggio
US,"This proprietary blend combines 63% Pinot Grigio from Carneros, 22% Traminer from Carneros and a small percentage of Moscato Giallo from Lodi. Together they harmonize in a light, crisp and floral bouquet of apricot, ginger and lemon, never becoming overly fussy and instead focusing entirely on refined refreshment.",Zelo Bianco,90,24,Virginie Boone,Uvaggio 2015 Zelo Bianco White (Carneros),White Blend,Uvaggio
US,"Intensely floral on the nose, this is a blend of 70% Pinot Grigio grown in Carneros, 15% Traminer also grown in Carneros, and 15% Moscato giallo from Lodi, which the producer has previously employed in delightful wines of its own. Lilting and bright, it has substance behind the equal balance of fruit and spice, offering a taste of lemony ginger and pear.",Zelo Bianco,90,24,Virginie Boone,Uvaggio 2014 Zelo Bianco White (Carneros-Napa Valley),White Blend,Uvaggio
US,"This intriguing combination of Pinot Grigio (70%) holds smaller traces of Traminer and Moscato Giallo. The nose is powerfully led by the Moscato, so floral and spicy in jasmine and briny seaside that it almost suggests Vermentino. Textured and light, it offers strong flavors of pear and a long, crisp finish.",Zelo Bianco,90,20,Virginie Boone,Uvaggio 2013 Zelo Bianco White (Napa-Carneros),White Blend,Uvaggio
France,"Orange peel perfumes the rich pear notes and imbues them with the aromatic spice of citrus foliage and zest. The palate is full of friendly citrus and pear. Despite its texture and rich flavor, it's beautifully slender and light-footed, with an inherent, zesty brightness that makes this wine shine.",Zellberg,93,58,Anne KrebiehlÂ MW,Domaine Ostertag 2013 Zellberg Pinot Gris (Alsace),Pinot Gris,Domaine Ostertag
France,"A lifted ethereal note of dried hay flowers hits you first. This is followed by generously ripe but very purely drawn fruit: Conference pear, star fruit and white currant. There is concentration on the palate, coupled with a pervasive citric freshness that almost lends this an exotic aspect. You simply want to savor and take another sip. An edge of pleasant bitterness corrals the fruit admirably. The finish is dry, lasting and intriguing.",Zellberg,94,58,Anne KrebiehlÂ MW,Domaine Ostertag 2015 Zellberg Pinot Gris (Alsace),Pinot Gris,Domaine Ostertag
France,"Orange peel perfumes the rich pear notes and imbues them with the aromatic spice of citrus foliage and zest. The palate is full of friendly citrus and pear. Despite its texture and rich flavor, it's beautifully slender and light-footed, with an inherent, zesty brightness that makes this wine shine.",Zellberg,93,58,Anne KrebiehlÂ MW,Domaine Ostertag 2013 Zellberg Pinot Gris (Alsace),Pinot Gris,Domaine Ostertag
US,"This vineyard selection brings a bit more concentration and complexity than the other Coelho Pinots. The mixed fruits offer flavors of red candy and Orange Crush, with a touch of the region's earthy tannins. Just 20% went into new oak.",Zeitoun Vineyard,89,50,Paul Gregutt,Coelho 2014 Zeitoun Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Coelho
US,"Some aspects of this wine have changed since the 2014 vintage: the alcohol is lower, and the exposure to new French oak (50%) is higher. There's something amiss, however. While light strawberry fruit and hints of chicken stock show on the palate, there's a foreshortening and feeling of dilution on the finish.",Zeitoun Vineyard,86,52,Paul Gregutt,Coelho 2015 Zeitoun Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Coelho
Austria,"The savory, yeasty nose comes with a hint of spicy sandalwood. The palate echoes this rounded harmonious spiciness and plays more to those mellow tones than to the shades of fruit. The body comes with a lovely, inviting and appetizing light-footedness. The finish is long and clean.",Zeiseneck,90,18,Anne KrebiehlÂ MW,R&A; Pfaffl 2015 Zeiseneck GrÃ_ner Veltliner (Weinviertel),GrÃ_ner Veltliner,R&A; Pfaffl
Austria,"Sleek green pear-scented ripeness is married to tender creaminess. Underneath the fruit, subtle yeast notes appear. Slender but flavorsome and easy, the wine offers lovely GrÃ_ner typicity and perfect balance.",Zeiseneck,90,15,Anne KrebiehlÂ MW,R&A; Pfaffl 2014 Zeiseneck GrÃ_ner Veltliner (Weinviertel),GrÃ_ner Veltliner,R&A; Pfaffl
US,"The ripeness of the grapes ran away in this wine, so that despite high alcohol, it still retains what tastes like residual sugar. The result is an excessively sweet wine. It's almost like a minor Port.",Zeigler Vineyard,84,28,,Joseph Swan Vineyards 2007 Zeigler Vineyard Zinfandel (Russian River Valley),Zinfandel,Joseph Swan Vineyards
US,"Sanguine and restrained, this is a lovely version of the variety from the region. It is high-toned in refreshing acidity and accented in red cherry and a memorable spiciness of cinnamon and pepper. Completely understated, it will do well at the table or on its own as aperitif fare.",Zeigler Vineyard,93,34,Virginie Boone,Joseph Swan Vineyards 2012 Zeigler Vineyard Zinfandel (Russian River Valley),Zinfandel,Joseph Swan Vineyards
Austria,"Textured richness with the flavor of juicy, yellow pears makes this a rounded but zesty Riesling with great, lemony focus.",Zehetnerin,90,,Anne KrebiehlÂ MW,Mantlerhof 2013 Zehetnerin Riesling (Kremstal),Riesling,Mantlerhof
Austria,"Textured richness with the flavor of juicy, yellow pears makes this a rounded but zesty Riesling with great, lemony focus.",Zehetnerin,90,,Anne KrebiehlÂ MW,Mantlerhof 2013 Zehetnerin Riesling (Kremstal),Riesling,Mantlerhof
France,"Bright pink in color, this is a soft, ripe and fruity wine. It has a light texture that supports the raspberry flavors. A delicate cut of acidity comes through at the end. Drink now.",Zee Original,86,12,Roger Voss,Pelvillain FrÃ¨res 2014 Zee Original RosÃ© (CÃ´tes du Lot),RosÃ©,Pelvillain FrÃ¨res
France,"The wine is perfumed and full. It is so soft, missing tannins, and already easy to drink. Black fruits are super-ripe and generous. Drink now.",Zee Original,84,12,Roger Voss,Pelvillain FrÃ¨res 2014 Zee Original Malbec (CÃ´tes du Lot),Malbec,Pelvillain FrÃ¨res
Italy,"Lovely Sangiovese aromas of pressed blue flower, mint, leather, berry and a balsamic note mingle in the glass. The juicy palate doles out ripe wild cherry, black plum, cinnamon, licorice and mocha alongside firm, velvety tannins. Drink after 2018.",Zebras,94,85,Kerin Oâ€™Keefe,Villa I Cipressi 2010 Zebras  (Brunello di Montalcino),Sangiovese,Villa I Cipressi
Italy,"This riserva Brunello offers plenty of dark intensity and fruity concentration with tones of tobacco, cassis, plum, cigar box and blackberry preserves. The thickness and fullness of the bouquet is broken down by the freshness of the mouthfeel and those dry, elegant tannins.",Zebras,91,60,,Villa I Cipressi 2007 Zebras  (Brunello di Montalcino),Sangiovese Grosso,Villa I Cipressi
Italy,"Forest floor, leather, tobacco and menthol aromas take shape in the glass. The palate is tense and vibrant, offering raspberry, pomegranate, licorice and espresso notes, bolstered by tightly wound tannins. Drink after 2020.",Zebras,91,90,Kerin Oâ€™Keefe,Villa I Cipressi 2012 Zebras  (Brunello di Montalcino),Sangiovese,Villa I Cipressi
US,"This dry appetizing wine comes from one of Lodi's more adventurous winemakers, Markus Niggli. A hot-pink color and red-cherry aromas lead to bright fresh cherry and raspberry flavors, while a medium body and mild acidity form a smooth texture. Niggli made it from Syrah and Carignane grapes fermented by native yeast.",Zeal,90,22,Jim Gordon,Markus Wine Co 2016 Zeal RosÃ© (Lodi),RosÃ©,Markus Wine Co
US,"This dry appetizing wine comes from one of Lodi's more adventurous winemakers, Markus Niggli. A hot-pink color and red-cherry aromas lead to bright fresh cherry and raspberry flavors, while a medium body and mild acidity form a smooth texture. Niggli made it from Syrah and Carignane grapes fermented by native yeast.",Zeal,90,22,Jim Gordon,Markus Wine Co 2016 Zeal RosÃ© (Lodi),RosÃ©,Markus Wine Co
Australia,"Lavish vanilla and cedar nearly take over this wine, leaving just enough dark, plummy fruit to peek through, yet the wine remains true to its varietal roots in its silky mouthfeel. A bitter coffee note sneaks in on the finish. Seems ready to drink.",Zdar,87,47,Joe Czerwinski,Josef Chromy 2006 Zdar Pinot Noir (Tasmania),Pinot Noir,Josef Chromy
US,"One of the least-expensive red blends the winery makes, this bottling of 50% Syrah, 30% Petite Sirah and 20% Cabernet Sauvignon shows blueberry, lavender, violets, ginger snap, oregano, leather, coffee and freshly baked croissant on the nose. It's layered on the sip, with dark chocolate, caramel, black-cherry juice, pork au jus and savory miso flavors.",ZC,92,29,Matt Kettmann,Zenaida Cellars 2014 ZC Red (Paso Robles),Red Blend,Zenaida Cellars
US,"Disappointing, especially from this winery and vineyard, at this price. It's high in acidity and tough in tannins, and oak just adds a caramelized sweetness to the jammy raspberry and cherry flavors. This Syrah isn't going anywhere, so drink up.",ZB Bien Nacido Vineyard,84,46,,Kynsi 2006 ZB Bien Nacido Vineyard Syrah (Santa Maria Valley),Syrah,Kynsi
US,"A huge disappointment, coming after the previous two vintages. This '05 is Porty sweet and sharp in acids, with extreme, medicinal flavors of blackberry jam and raisins.",ZB Bien Nacido Vineyard,83,46,,Kynsi 2005 ZB Bien Nacido Vineyard Syrah (Santa Maria Valley),Syrah,Kynsi
US,"Sultry blackberry, tobacco leaf, caramel and black pepper spice show on the nose of this well-integrated, brooding but fresh nose. The palate is rich, flavorful and vivacious, with lilac, lavender, boysenberry and olallieberry deepening into tar, char and smoked meats.",Zayante Vineyard,92,35,Matt Kettmann,Beauregard 2012 Zayante Vineyard Syrah (Santa Cruz Mountains),Syrah,Beauregard
US,"Starting to lose fruit at the age of four years, with the cherries and blackberries fading into the background, which lets the alcohol show through. Soft, too. Seems a bit threadbare, and probably was better a year ago.",Zayante Vineyard,85,45,,Beauregard 2006 Zayante Vineyard Syrah (Santa Cruz Mountains),Syrah,Beauregard
US,"Very heady and earthy aromas of cedar, tobacco leaf, smoked cigar and the hint of ancho chile show on the nose this unique, cool-climate take on Merlot. The palate is quite woodsy with cedar and pine but also jammy with red fruit, bolstered by bitter dark chocolate and dried chile pepper.",Zayante Vineyard,91,35,Matt Kettmann,Beauregard 2012 Zayante Vineyard Merlot (Santa Cruz Mountains),Merlot,Beauregard
US,"Concentrate rose petals, crisp raspberries, and a rocky, black gravelâ€”not quite as pungent as asphaltâ€”pervades the nose on this wine from an extremely coastal, 13-acre vineyard planted in 1988. Flavors of freshly picked blackberry mesh with lots of fennel, licorice and anise-seed spice.",Zayanta Vineyard,93,35,Matt Kettmann,Beauregard 2011 Zayanta Vineyard Syrah (Santa Cruz Mountains),Syrah,Beauregard
Chile,"Mainly Cabernet Sauvignon, with 7% Syrah and 6% Merlot, this presents wonderfully pure, expressive notes of mint, cassis and vanilla. It just lacks that extra touch of textural richness to put it in the top category. A prebottling sample of the 2007 was more impressive.",Zavala,88,26,,Tarapaca 2005 Zavala Red (Maipo Valley),Red Blend,Tarapaca
US,"This well-made wine is powered by lush red and black fruits and berries. The acids keep it lively and fresh, tannins are polished and the outstanding fruit is a real joy. It's unfiltered and aged in French oak, 50% new.",Zauberberg,91,35,Paul Gregutt,High Pass 2015 Zauberberg Pinot Noir (Willamette Valley),Pinot Noir,High Pass
US,"A well-made blend of Spanish and Portuguese red varietals, with the majority Tempranillo, with bright red cherry and cranberry and high acidic tones that's also got a touch of lovely minerality, olive, toffee and vanilla. The 2007 is ready to drink now, a well-balanced easy drinker with great aromatics and not too much tannin.",Zarzuela,88,29,Virginie Boone,Murrieta's Well 2007 Zarzuela Red (Livermore Valley),Red Blend,Murrieta's Well
Chile,"Woody aromas of sawdust and maple take over a lightly herbal bouquet. Plum, raspberry and chocolaty oak flavors finish herbal and resiny.",Zardoz,87,25,Michael Schachner,Indomita 2013 Zardoz Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Indomita
Chile,"A chunky, raisiny bouquet shouts maxium ripeness, while in the mouth this borders on syrupy while pumping out the volume. Jammy flavors of boysenberry and prune finish with fig and chocolate flvaors. This is dark and rich but pushing up against overripe.",Zardoz,87,,Michael Schachner,Indomita 2011 Zardoz Cabernet Sauvignon-CarmenÃ¨re (Maipo Valley),Cabernet Sauvignon-CarmenÃ¨re,Indomita
Chile,"Blackberry and cherry aromas lead over an herbaceous and earthy tone on the nose. The rock-hard palate boasts astringent tannins which will require years in the bottle to tame. Spicy and herbal black fruit flavors finish dry, with notes of tobacco and spice.",Zardoz,87,25,Michael Schachner,Indomita 2012 Zardoz Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Indomita
Chile,"Foresty berry and plum aromas turn more stalky as this breathes. Dense, chewy and a bit heavy, with rubbery tannins, this Cabernet-CarmenÃ¨re blend tastes of stewed plum, spiced berry and fig. A mellow, herbal finish with mild acidity is full in body and flavor. Drink through 2018.",Zardoz,89,25,Michael Schachner,Indomita 2013 Zardoz Cabernet Sauvignon-CarmenÃ¨re (Maipo Valley),Cabernet Sauvignon-CarmenÃ¨re,Indomita
Chile,"A chunky, raisiny bouquet shouts maxium ripeness, while in the mouth this borders on syrupy while pumping out the volume. Jammy flavors of boysenberry and prune finish with fig and chocolate flvaors. This is dark and rich but pushing up against overripe.",Zardoz,87,,Michael Schachner,Indomita 2011 Zardoz Cabernet Sauvignon-CarmenÃ¨re (Maipo Valley),Cabernet Sauvignon-CarmenÃ¨re,Indomita
Chile,"A nice follow-up to the excellent '08 Zardoz, this is earthy and roasted smelling, full of cola and berry notes on the nose. It feels round and smooth, with a mild tannic bite and baked flavors of blackberry, cassis and chocolate. It's layered feeling on the finish, with a bit of syrupy residue.",Zardoz,90,32,Michael Schachner,Indomita 2009 Zardoz Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Indomita
Chile,"Although this smells raw, woody and even a bit citric, sometimes a red wine that's not over the top is in order, and this Cabernet Sauvignon-CarmenÃ¨re blend fits that bill. A tight lean racy palate offers flavors of red citric fruits, oak and herbs. Barrel spice is dominant on a tight energetic finish.",Zardoz,87,25,Michael Schachner,Indomita 2015 Zardoz Cabernet Sauvignon-CarmenÃ¨re (Maipo Valley),Cabernet Sauvignon-CarmenÃ¨re,Indomita
Spain,Tropical fruit and honey aromas set up a shy palate that's lightly spritzy. An odd mix of flowery honeyed flavors turns in the direction of pink grapefruit on a lean spritzy finish.,Zarautz,83,20,Michael Schachner,Txakoli Primo 2016 Zarautz Hondarrabi Zuri (Spain),Hondarrabi Zuri,Txakoli Primo
Spain,"A crisp nose is trimmed with light citrus and chewing gum notes. Hollow on the palate, this deals dilute citrus and nectarine flavors in front of a quickly fading finish.",Zarautz,83,24,Michael Schachner,Txakoli Primo 2016 Zarautz RosÃ©,RosÃ©,Txakoli Primo
Italy,"A blend of Trebbiano with a small percent of a little-known grape called Cococciola, this has a fresh bouquet with lemon zest, honey and exotic fruit. The wine's easy mouthfeel makes it perfect for toasted crostini appetizers.",ZarachÃ¨,86,16,,Pasetti 2011 ZarachÃ¨  (Trebbiano d'Abruzzo),Trebbiano,Pasetti
Argentina,"Shows little on the nose, while the palate is bland and flat, with simple apple and lemon flavors. Soft and chunky white wine with some drab tropicality.",Zaphy,82,10,Michael Schachner,Trapiche 2010 Zaphy TorrontÃ©s (Mendoza),TorrontÃ©s,Trapiche
Argentina,"Brambly smelling, with tomato, green herb and rhubarb aromas. Nervy and tight in the mouth, with minty, spicy flavors that keep any fruit character in the distance. Scratchy and tannic as well.",Zaphy,83,10,Michael Schachner,Trapiche 2010 Zaphy Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trapiche
Argentina,"Full of red-fruit aromas, particularly plum and cherry. Feels raw, with wild berry, ample oak and a lot of acid-based tang to the palate. Lightly toasty, with a mild cherry flavor to the finish.",Zaphy,84,10,Michael Schachner,Trapiche 2010 Zaphy Malbec (Argentina),Malbec,Trapiche
US,"Depths of earth and tobacco define this well-made, robust and lengthy wine, given to both red and blue berry fruit and plenty of juicy acidity. It shows again how well the grape seems to do in this appellation from specific sites.",Zanzi Curve Vines,90,32,Virginie Boone,J. Rickards 2014 Zanzi Curve Vines Malbec (Alexander Valley),Malbec,J. Rickards
US,"High-toned anise and lavender mark this estate-grown wine aromatically, followed by balanced layers of blue fruit and leather. A bite of peppery spice on the finish leaves one wanting more.",Zanzi Curve Vines,90,28,Virginie Boone,J. Rickards 2011 Zanzi Curve Vines Malbec (Alexander Valley),Malbec,J. Rickards
Italy,"Zanna Riserva is a delicious wine with oak tones of chocolate and vanilla bean that are backed by touches of black fruit, currant, leather and spice. It finishes with soft, plump density and loads of black fruit and plum. Very nice.",Zanna Riserva,90,42,,Illuminati Dino 2007 Zanna Riserva  (Montepulciano d'Abruzzo Colline Teramane),Montepulciano,Illuminati Dino
Italy,"Here's a feminine and delicate rosÃ© with subtle shadings of spring flowers and sweet forest berries. There's a green, bramble-like quality that gives the wine a fresh, menthol edge. It tastes slightly sweet and even has a tiny touch of effervescence.",Zaleo,86,,,Aldegheri 2007 Zaleo RosÃ© (Veronese),RosÃ©,Aldegheri
Italy,"Citrus, yellow apple, orange blossom and saline aromas take center stage. On the palate, notes of savory herb accent creamy apple and pear flavors that are brightened by fresh acidity and a mineral note.",Zahara,88,22,Kerin Oâ€™Keefe,Casa di Grazia 2013 Zahara Grillo (Sicilia),Grillo,Casa di Grazia
Italy,"Citrus, yellow apple, orange blossom and saline aromas take center stage. On the palate, notes of savory herb accent creamy apple and pear flavors that are brightened by fresh acidity and a mineral note.",Zahara,88,22,Kerin Oâ€™Keefe,Casa di Grazia 2013 Zahara Grillo (Sicilia),Grillo,Casa di Grazia
Italy,"Delicate aromas of wild flower and orchard fruit come together on this. Bright and enjoyable, the fresh, simple palate offers suggestions of peach, apple and lemon alongside crisp acidity.",Zagreo,86,,Kerin Oâ€™Keefe,Manimurci 2016 Zagreo  (Greco di Tufo),Greco Bianco,Manimurci
Italy,"This crisp, refreshing wine opens with subtle white flower, orchard fruit and wet stone aromas. The bright, simple palate offers citrus, peach and saline hints.",ZagrÃ ,86,22,Kerin Oâ€™Keefe,Valle dell'Acate 2016 ZagrÃ  Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"With loads of white flower and honey notes, Zagra (100% Grillo) is fresh and clean, with lingering tones of almond skin, jasmine and orange blossom. The finish is crisp and lean.",Zagra,87,18,,Valle dell'Acate 2011 Zagra Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"Fragrant lemon blossom, citrus, beeswax and almond aromas carry over to the bright palate along with juicy lime, nectarine zest and dried herb. It finishes on a tangy saline note.",Zagra,88,,Kerin Oâ€™Keefe,Valle dell'Acate 2015 Zagra Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"With loads of white flower and honey notes, Zagra (100% Grillo) is fresh and clean, with lingering tones of almond skin, jasmine and orange blossom. The finish is crisp and lean.",Zagra,87,18,,Valle dell'Acate 2011 Zagra Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"Fragrant lemon blossom, citrus, beeswax and almond aromas carry over to the bright palate along with juicy lime, nectarine zest and dried herb. It finishes on a tangy saline note.",Zagra,88,,Kerin Oâ€™Keefe,Valle dell'Acate 2015 Zagra Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"It opens with pretty aromas of orange blossom and tropical fruit. The palate offers lemon zest, nectarine and white peach with a mineral undertone.",Zagra,88,22,Kerin Oâ€™Keefe,Valle dell'Acate 2013 Zagra Grillo (Sicilia),Grillo,Valle dell'Acate
Italy,"Deliciously light and creamy, this has a bright flower aroma, followed by touches of honey and stone fruit. Pair it with pastries, fresh fruits or baked apricots.",Zagara,86,19,,Marchesi di Barolo 2011 Zagara  (Moscato d'Asti),Moscato,Marchesi di Barolo
Italy,"Chopped herb, white spring flower and yellow stone fruit aromas jump out of the glass. The rich, frothy palate offers candied nectarine zest, apricot and lemon drop set against a soft, foaming perlage.",Zagara,88,19,Kerin Oâ€™Keefe,Marchesi di Barolo 2015 Zagara  (Moscato d'Asti),Moscato,Marchesi di Barolo
Argentina,"Mulchy, leafy aromas lead to a pinchy palate with salty, hard berry flavors that lack cushion. This is a rough wine with saltiness and bitterness on the finish.",Zagal,82,14,Michael Schachner,Hacienda del Plata 2010 Zagal Malbec (Mendoza),Malbec,Hacienda del Plata
Argentina,"Cherry, cassis and spice aromas are mild and comported. The wine feels chewy and just dense enough, with baked cassis, berry and herb flavors that finish toasty and hot, with a rubbery note. Clean aromas and full fruit flavors are this wine's best attributes.",Zagal,87,14,Michael Schachner,Hacienda del Plata 2010 Zagal Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Hacienda del Plata
Argentina,"This Syrah smells meaty and roasted, with savory spice aromas and plenty of black fruit on the nose. It's chewy and creamy feeling, with blueberry and blackberry flavors in front of a short finish that's abrupt but clean.",Zagal,87,14,Michael Schachner,Hacienda del Plata 2010 Zagal Syrah (Mendoza),Syrah,Hacienda del Plata
Argentina,"This Syrah smells meaty and roasted, with savory spice aromas and plenty of black fruit on the nose. It's chewy and creamy feeling, with blueberry and blackberry flavors in front of a short finish that's abrupt but clean.",Zagal,87,14,Michael Schachner,Hacienda del Plata 2010 Zagal Syrah (Mendoza),Syrah,Hacienda del Plata
Hungary,"This Hungarian white blend is composed of 65% Furmint and 35% HÃ¡rslevelu and has aromas of citrus blossom, dried Mediterranean herbs and fresh sage. It has flavors of grapefruit rind and fresh lemon juice. The finish is lively, bright and pleasantly acidic.",Zafir dulo,90,25,Jeff Jenssen,ErzsÃ©bet Pince 2012 Zafir dulo Furmint (Tokaj),Furmint,ErzsÃ©bet Pince
US,"The 2006 Zachary's Ladder is 65% Merlot, 25% Cabernet Sauvignon and 10% Petit Verdot. Beautifully defined, sharp and tight. Still compact, dense, hard and young, but loaded with mixed flavors of black cherry, iron and rock. The tannins are tough and hard, the wine is firm and focused.",Zachary's Ladder,90,29,Paul Gregutt,Gorman 2006 Zachary's Ladder Red (Columbia Valley (WA)),Red Blend,Gorman
US,"It's labeled simply Columbia Valley but in fact it's made from all Red Mountain fruit. Syrah and Cabernet Sauvignon dominant, with a splash of Petit Verdot, this is quite ripe and sweetly juicyâ€”like a big bowl of blackberries. Aged in once-used French oak, it has picked up some char and graphite notes.",Zachary's Ladder,91,30,Paul Gregutt,Gorman 2009 Zachary's Ladder Red (Columbia Valley (WA)),Red Blend,Gorman
US,"Always a fine value in the Gorman lineup, this new Zachary's Ladder is the best yet. It's half Cabernet Sauvignon, 40% Syrah, and 10% Petit Verdot, yielding a plush, mouthfilling wine that remains light on its feet. Credit the lively acidity that elevates mixed red berry fruits and finishes with a kiss of milk chocolate.",Zachary's Ladder,91,30,Paul Gregutt,Gorman 2011 Zachary's Ladder Red (Red Mountain),Red Blend,Gorman
