ID,country,designation,points,price,province,taster_name,title,variety,winery
538,US,Bradley Vineyard,91,45,Oregon,Paul Gregutt,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,Paul O'Brien
539,US,Twin Creeks Estate,93,42,California,Matt Kettmann,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
540,US,Bien Nacido Vineyard,93,60,California,Matt Kettmann,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
541,US,Solomon Hills Vineyard,93,42,California,Matt Kettmann,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
542,Italy,Praepositus Passito,93,30,Northeastern Italy,Kerin O‰ÛªKeefe,Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco),Kerner,Abbazia di Novacella
543,US,CaÌ±on Creek Vineyard,93,75,California,Virginie Boone,Midsummer Cellars 2013 CaÌ±on Creek Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Midsummer Cellars
544,US,Reckoning,93,54,California,Matt Kettmann,ONX 2013 Reckoning Red (Templeton Gap District),Red Blend,ONX
545,US,Les Sommets,93,85,California,Virginie Boone,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Les Belles Collines
546,US,Gap's Crown Vineyard,93,50,California,Virginie Boone,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,Lutum
547,US,Stolpman Vineyard,93,150,California,Matt Kettmann,Turiya 2011 Stolpman Vineyard Sangiovese (Ballard Canyon),Sangiovese,Turiya
548,US,Thomas Road,93,85,California,Virginie Boone,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,Iron Horse
549,Italy,Resa 56,93,90,Piedmont,Kerin O‰ÛªKeefe,Brandini 2011 Resa 56  (Barolo),Nebbiolo,Brandini
550,US,Estate Reserve,93,35,California,Virginie Boone,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,Artesa
551,US,Pagani Ranch,93,46,California,Virginie Boone,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),Zinfandel,Carlisle
552,France,,93,20,Provence,Roger Voss,ChÌ¢teau Vignelaure 2015 RosÌ© (Coteaux d'Aix-en-Provence),RosÌ©,ChÌ¢teau Vignelaure
553,Argentina,Winemaker's Selection Reserva,93,42,Mendoza Province,Michael Schachner,Clos d'Argentine 2013 Winemaker's Selection Reserva Malbec (Mendoza),Malbec,Clos d'Argentine
554,France,Mas Negrel Cadenet,93,40,Provence,Roger Voss,Mas de Cadenet 2015 Mas Negrel Cadenet RosÌ© (CÌ«tes de Provence Sainte-Victoire),RosÌ©,Mas de Cadenet
555,US,,93,75,Washington,Sean P. Sullivan,Passing Time 2013 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Passing Time
556,Spain,Gran Resalte,93,88,Northern Spain,Michael Schachner,Resalte 2010 Gran Resalte  (Ribera del Duero),Tempranillo,Resalte
557,US,Bien Nacido Vineyard,93,40,California,Matt Kettmann,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sanctuary
558,US,Enigma,93,25,California,Jim Gordon,Terre Rouge 2014 Enigma White (Sierra Foothills),White Blend,Terre Rouge
559,US,Hail Mary,93,48,California,Virginie Boone,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),Syrah-Grenache,Limerick Lane
560,US,Headpruned Block,93,45,California,Virginie Boone,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane
561,US,Durell Vineyard,93,50,California,Jim Gordon,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company
562,US,,93,65,California,Virginie Boone,Eighty Four 2010 Petite Sirah (Napa Valley),Petite Sirah,Eighty Four
563,US,Rancho Santa Rosa Vineyard,93,48,California,Matt Kettmann,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars
564,US,Fire Light,93,62,California,Matt Kettmann,Four Lanterns 2013 Fire Light Syrah (Paso Robles),Syrah,Four Lanterns
565,US,Shapeshifter,93,100,California,Matt Kettmann,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,Turiya
566,US,If Six Was Nine Reserve,93,53,California,Virginie Boone,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,World's End
567,Argentina,Benegas Lynch La Encerrada Estate Vineyard,93,55,Mendoza Province,Michael Schachner,Benegas 2011 Benegas Lynch La Encerrada Estate Vineyard Malbec (Mendoza),Malbec,Benegas
568,US,Reserve,93,70,California,Virginie Boone,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,W.H. Smith
569,US,La Reyna Blanca Vineyard,89,38,Washington,Sean P. Sullivan,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Alleromb
570,US,Art Den Hoed Vineyard,89,50,Washington,Sean P. Sullivan,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),Syrah,Ardor
571,US,,89,25,California,Jim Gordon,Berryessa Gap 2015 AlbariÌ±o (Yolo County),AlbariÌ±o,Berryessa Gap
572,Italy,,89,15,Piedmont,Kerin O‰ÛªKeefe,Brezza 2015  Dolcetto d'Alba,Dolcetto,Brezza
573,France,,89,14,Bordeaux,Roger Voss,ChÌ¢teau Bois Chantant 2015  Bordeaux SupÌ©rieur,Bordeaux-style Red Blend,ChÌ¢teau Bois Chantant
574,France,Tradition,89,11,RhÌ«ne Valley,Joe Czerwinski,ChÌ¢teau de Campuget 2016 Tradition RosÌ© (CostiÌ¬res de NÌ¨mes),RosÌ©,ChÌ¢teau de Campuget
575,France,,89,14,Bordeaux,Roger Voss,ChÌ¢teau de l'Aubrade 2015  Bordeaux SupÌ©rieur,Bordeaux-style Red Blend,ChÌ¢teau de l'Aubrade
576,France,Les Terrasses de Pressac,89,37,Bordeaux,Roger Voss,ChÌ¢teau de Pressac 2014 Les Terrasses de Pressac  (Saint-Ìämilion),Bordeaux-style Red Blend,ChÌ¢teau de Pressac
577,US,Pinot Noir,89,17,New York,Anna Lee C. Iijima,Chateau Lafayette Reneau 2016 Pinot Noir RosÌ© (Finger Lakes),RosÌ©,Chateau Lafayette Reneau
578,France,ChÌ¢teau Jean de Bel Air,89,15,Bordeaux,Roger Voss,ChÌ¢teau Maison Noble Saint Martin 2015 ChÌ¢teau Jean de Bel Air  (Bordeaux),Bordeaux-style Red Blend,ChÌ¢teau Maison Noble Saint Martin
579,US,,89,13,California,Jim Gordon,Cupcake 2016 RosÌ© (California),RosÌ©,Cupcake
580,US,,89,18,Washington,Sean P. Sullivan,Raconteur 2016 White (Washington),White Blend,Raconteur
581,US,Orange Oak Ridge Vineyard,89,26,Washington,Sean P. Sullivan,Savage Grace 2016 Orange Oak Ridge Vineyard GewÌ_rztraminer (Columbia Gorge (WA)),GewÌ_rztraminer,Savage Grace
582,US,,89,18,Washington,Sean P. Sullivan,Seven Falls 2013 Merlot (Wahluke Slope),Merlot,Seven Falls
583,US,Unfiltered Estate,89,32,California,Matt Kettmann,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Silvertip
584,Austria,,89,18,Kamptal,Anne KrebiehlåÊMW,Steininger 2016 GrÌ_ner Veltliner (Kamptal),GrÌ_ner Veltliner,Steininger
585,US,StevensSteel,89,25,Washington,Sean P. Sullivan,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,Stevens
586,Austria,Classic,89,18,Steiermark,Anne KrebiehlåÊMW,Strauss 2016 Classic Pinot Blanc (Steiermark),Pinot Blanc,Strauss
587,Austria,Classic,89,20,SÌ_dsteiermark,Anne KrebiehlåÊMW,Strauss 2016 Classic Sauvignon Blanc (SÌ_dsteiermark),Sauvignon Blanc,Strauss
588,US,,89,18,California,Jim Gordon,Trinity River 2015 Chardonnay,Chardonnay,Trinity River
589,Austria,,89,,Burgenland,Anne KrebiehlåÊMW,Umathum 2015 Zweigelt (Burgenland),Zweigelt,Umathum
590,US,,89,17,California,Matt Kettmann,Vintage Cowboy 2016 Chardonnay (Paso Robles),Chardonnay,Vintage Cowboy
591,Austria,GV,89,13,NiederÌ¦sterreich,Anne KrebiehlåÊMW,Winzer Krems 2016 GV GrÌ_ner Veltliner (NiederÌ¦sterreich),GrÌ_ner Veltliner,Winzer Krems
592,US,Summit View Vineyard,89,41,Washington,Sean P. Sullivan,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Kontos
593,Austria,,89,16,NiederÌ¦sterreich,Anne KrebiehlåÊMW,Landhaus Mayer 2016 Riesling (NiederÌ¦sterreich),Riesling,Landhaus Mayer
594,France,La Decelle,89,20,RhÌ«ne Valley,Joe Czerwinski,Lavau 2015 La Decelle Red,RhÌ«ne-style Red Blend,Lavau
595,US,,89,30,Washington,Sean P. Sullivan,L'Ecole No. 41 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
596,Greece,,89,13,Crete,Susan Kostrzewa,Lyrarakis 2015 Vilana (Crete),Vilana,Lyrarakis
597,Austria,Furth-Palt,89,24,Kremstal,Anne KrebiehlåÊMW,Malat 2016 Furth-Palt Riesling (Kremstal),Riesling,Malat
598,US,Starlight,89,36,California,Matt Kettmann,Midnight 2013 Starlight Sangiovese (Paso Robles),Sangiovese,Midnight
599,US,,87,20,California,,Michael Pozzan 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Michael Pozzan
600,Italy,Le Marne,87,19,Piedmont,,Michele Chiarlo 2011 Le Marne  (Gavi),Cortese,Michele Chiarlo
601,Mexico,ViÌ±a Kristel,87,15,Valle de Guadalupe,Michael Schachner,Monte Xanic 2012 ViÌ±a Kristel Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Monte Xanic
602,US,,87,69,California,,Paoletti 2010 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Paoletti
603,US,,87,36,New York,Anna Lee C. Iijima,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Peconic Bay Winery
604,Spain,Reserva 1423,87,35,Northern Spain,Michael Schachner,PrÌ_ncipe de Viana 2008 Reserva 1423 Red (Navarra),Red Blend,PrÌ_ncipe de Viana
605,Argentina,Gran Reserve Winemaker's Selection,87,30,Mendoza Province,Michael Schachner,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Proemio
606,US,Bomba,87,25,Oregon,Sean P. Sullivan,Quady North 2011 Bomba Grenache (Rogue Valley),Grenache,Quady North
607,US,Steel-Ox,87,25,Oregon,Sean P. Sullivan,Quady North 2011 Steel-Ox Viognier (Rogue Valley),Viognier,Quady North
608,Portugal,Verdelho and Sauvignon Blanc,87,15,Douro,Roger Voss,Quinta do Portal 2012 Verdelho and Sauvignon Blanc White (Douro),Portuguese White,Quinta do Portal
609,US,Estate,87,20,Oregon,Paul Gregutt,Raptor Ridge 2012 Estate GrÌ_ner Veltliner (Chehalem Mountains),GrÌ_ner Veltliner,Raptor Ridge
610,US,Charlotte's Home Estate,87,17,California,,Rodney Strong 2012 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),Sauvignon Blanc,Rodney Strong
611,US,Toyon Farm,87,54,California,,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),Pinot Noir,Saintsbury
612,US,Caverio,87,40,California,,Sextant 2010 Caverio G-S-M (Paso Robles),G-S-M,Sextant
613,Portugal,PaÌ¤o de SÌ£o LourenÌ¤o,87,12,Vinho Verde,Roger Voss,Solar de Pinheiro 2012 PaÌ¤o de SÌ£o LourenÌ¤o White (Vinho Verde),Portuguese White,Solar de Pinheiro
614,Italy,,87,19,Veneto,,Suavia 2011  Soave Classico,Garganega,Suavia
615,Argentina,,87,11,Mendoza Province,Michael Schachner,Tilia 2011 Malbec (Mendoza),Malbec,Tilia
616,US,Dutton Ranch,87,45,California,,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,B Cellars
617,Italy,Millesimato Extra Dry,87,25,Veneto,,Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bacio della Luna
618,US,Unfiltered,87,35,California,,Barlow 2009 Unfiltered Merlot (Calistoga),Merlot,Barlow
619,Italy,Brut,87,16,Piedmont,,Borgo Maragliano NV Brut Chardonnay (Piedmont),Chardonnay,Borgo Maragliano
620,Italy,Dry,87,20,Veneto,,Bortolotti NV Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bortolotti
621,US,,87,28,California,,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
622,US,Sidewinder,87,25,Idaho,Sean P. Sullivan,Coiled 2009 Sidewinder Red,Red Blend,Coiled
623,US,Black Mamba,87,28,Idaho,Sean P. Sullivan,Coiled 2010 Black Mamba Red,Red Blend,Coiled
624,US,Koos-Koos-Kia Colter's Creek Vineyard,87,20,Idaho,Sean P. Sullivan,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),Red Blend,Colter's Creek
625,Italy,,87,15,Veneto,,Corte Falco 2010  Soave,Garganega,Corte Falco
626,Italy,Memorio Creari,87,23,Veneto,,Domenico Cavazza 2008 Memorio Creari  (Gambellara Classico),Garganega,Domenico Cavazza
627,Italy,Sivoy,87,19,Piedmont,,Cascina La Ghersa 2009 Sivoy White (Monferrato),White Blend,Cascina La Ghersa
628,Australia,Alluvial Fans,92,35,South Australia,Joe Czerwinski,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),Shiraz,Kangarilla Road
629,US,Pinpoint Extreme,92,75,California,Virginie Boone,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,Walt
630,US,Aliette,92,48,Oregon,Paul Gregutt,WillaKenzie Estate 2013 Aliette Pinot Noir,Pinot Noir,WillaKenzie Estate
631,France,Vendanges Tardives,92,54,Alsace,Anne KrebiehlåÊMW,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),GewÌ_rztraminer,Willm
632,France,Wineck-Schlossberg Grand Cru,92,34,Alsace,Anne KrebiehlåÊMW,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),Riesling,Jean-Marc Bernhard
633,Australia,,92,60,Victoria,Joe Czerwinski,Yeringberg 2013 Viognier (Yarra Valley),Viognier,Yeringberg
634,US,Tina's Block Maple Vineyard,92,48,California,Virginie Boone,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Armida
635,Spain,CapellanÌ_a,92,28,Northern Spain,Michael Schachner,MarquÌ©s de Murrieta 2010 CapellanÌ_a Viura (Rioja),Viura,MarquÌ©s de Murrieta
636,Australia,The Factor,92,125,South Australia,Joe Czerwinski,Torbreck 2010 The Factor Shiraz (Barossa Valley),Shiraz,Torbreck
637,France,Altenberg de Bergheim Grand Cru,92,45,Alsace,Anne KrebiehlåÊMW,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),Alsace white blend,Biecher & Schaal
638,France,KitterlÌ© Grand Cru,92,36,Alsace,Anne KrebiehlåÊMW,Domaines Schlumberger 2010 KitterlÌ© Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
639,France,Kessler Grand Cru,92,30,Alsace,Anne KrebiehlåÊMW,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
640,US,Tinaquaic Vineyard,92,37,California,Matt Kettmann,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen
641,US,,92,25,California,Virginie Boone,Les Belles Collines 2014 Pinot Gris (California),Pinot Gris,Les Belles Collines
642,Portugal,Monte de Carrapatelo Colheita Seleccionada Tinto,92,30,Alentejano,Roger Voss,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),Portuguese Red,Luis Duarte
643,US,,92,60,California,Virginie Boone,Melhill 2012 Chardonnay (Sonoma Coast),Chardonnay,Melhill
644,US,Estate Grown,92,40,California,Matt Kettmann,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Niner
645,US,Freedom Hill Vineyard,92,50,Oregon,Paul Gregutt,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands
646,Portugal,Lagoalva Barrel Selection Tinto,92,23,Tejo,Roger Voss,Quinta da Lagoalva de Cima 2013 Lagoalva Barrel Selection Tinto Red (Tejo),Portuguese Red,Quinta da Lagoalva de Cima
647,Portugal,,92,80,Douro,Roger Voss,Quinta do Monte Xisto 2013 Red (Douro),Portuguese Red,Quinta do Monte Xisto
648,Germany,Brauneberger Juffer-Sonnenuhr SpÌ_tlese Grosse Lage,92,34,Mosel,Anna Lee C. Iijima,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr SpÌ_tlese Grosse Lage Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
649,US,Three Twins Vineyard Fallen Feather,92,75,California,Virginie Boone,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stone The Crows
650,Italy,,92,24,Northeastern Italy,Kerin O‰ÛªKeefe,Sturm 2014 Sauvignon (Collio),Sauvignon,Sturm
651,France,Pfersigberg Grand Cru,92,39,Alsace,Anne KrebiehlåÊMW,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Kuentz-Bas
652,Australia,,92,21,Western Australia,Joe Czerwinski,Plantagenet 2014 Riesling (Great Southern),Riesling,Plantagenet
653,US,,92,35,California,Matt Kettmann,Scratch 2013 Grenache (Arroyo Seco),Grenache,Scratch
654,France,Rosacker Grand Cru,92,43,Alsace,Anne KrebiehlåÊMW,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),Riesling,Sipp Mack
655,US,Lodi Native Marian's Vineyard,92,30,California,Jim Gordon,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),Zinfandel,St. Amant
656,US,Nancy's,92,70,Oregon,Paul Gregutt,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,Stoller
657,South Africa,Night Sky,92,50,Coastal Region,Lauren Buzzeo,Fable Mountain 2011 Night Sky Red (Coastal Region),RhÌ«ne-style Red Blend,Fable Mountain
658,US,,90,40,California,Virginie Boone,Vine Cliff 2013 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
659,US,,90,45,Washington,Sean P. Sullivan,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Va Piano
660,US,Le Roi Soleil,90,80,California,Virginie Boone,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
661,US,,90,15,California,Jim Gordon,Monte Volpe 2013 Pinot Grigio (Mendocino),Pinot Grigio,Monte Volpe
662,Italy,Ornato,90,65,Piedmont,Kerin O‰ÛªKeefe,Palladino 2011 Ornato  (Barolo),Nebbiolo,Palladino
663,US,Rockpile Vineyard,90,65,California,Virginie Boone,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),Cabernet Sauvignon,Paradise Ridge
664,Italy,Siri d'Jermu,90,35,Piedmont,Kerin O‰ÛªKeefe,Pecchenino 2013 Siri d'Jermu  (Dogliani Superiore),Dolcetto,Pecchenino
665,Italy,Costa Bruna,90,25,Piedmont,Kerin O‰ÛªKeefe,Poderi Colla 2013 Costa Bruna  (Barbera d'Alba),Barbera,Poderi Colla
666,US,,90,20,Washington,Sean P. Sullivan,Poet's Leap 2014 Riesling (Columbia Valley (WA)),Riesling,Poet's Leap
667,Spain,Soplo,90,15,Levante,Michael Schachner,Rafael Cambra 2012 Soplo Garnacha Tintorera (Valencia),Garnacha Tintorera,Rafael Cambra
668,US,Virgin Berry,90,26,New York,Anna Lee C. Iijima,Raphael 2014 Virgin Berry Riesling (North Fork of Long Island),Riesling,Raphael
669,US,McClellan Estate Vineyard,90,30,Washington,Sean P. Sullivan,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills
670,US,Eco Made with Organic Grapes,90,13,Washington,Sean P. Sullivan,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie
671,US,,90,45,California,Virginie Boone,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),Petite Sirah,Stags' Leap Winery
672,US,Dry,90,26,New York,Anna Lee C. Iijima,The Grapes of Roth 2014 Dry Riesling (Long Island),Riesling,The Grapes of Roth
673,US,Charles Vineyard,90,44,California,Jim Gordon,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,The Withers Winery
674,US,Estate,90,38,California,Virginie Boone,Truchard 2012 Estate Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Truchard
675,US,,90,28,California,Virginie Boone,Acacia 2013 Pinot Noir (Carneros),Pinot Noir,Acacia
676,US,Dijon Clone,90,32,Washington,Sean P. Sullivan,Array 2012 Dijon Clone Chardonnay (Yakima Valley),Chardonnay,Array
677,Italy,Smeriglio Riserva,90,50,Tuscany,Kerin O‰ÛªKeefe,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),Syrah,Baracchi Riccardo
678,Italy,Smeriglio,90,35,Tuscany,Kerin O‰ÛªKeefe,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),Syrah,Baracchi Riccardo
679,US,Sagemoor,90,35,Washington,Sean P. Sullivan,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Barrister
680,Spain,SelecciÌ_n Crianza,90,25,Northern Spain,Michael Schachner,Bodegas Berceo 2011 SelecciÌ_n Crianza  (Rioja),Tempranillo Blend,Bodegas Berceo
681,US,ALX,90,42,Washington,Sean P. Sullivan,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),Syrah,Bunnell
682,Italy,Metodo Classico,90,45,Piedmont,Kerin O‰ÛªKeefe,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),Pinot Nero,Castello di Neive
683,Italy,Cignale,90,70,Tuscany,Kerin O‰ÛªKeefe,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),Red Blend,Castello di Querceto
684,US,Canoe Ridge Vineyard,90,30,Washington,Sean P. Sullivan,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Chateau Ste. Michelle
685,US,Emmaline Ann Vineyard,90,75,California,Virginie Boone,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
686,Italy,Acclivi,90,53,Piedmont,Kerin O‰ÛªKeefe,Comm. G. B. Burlotto 2011 Acclivi  (Barolo),Nebbiolo,Comm. G. B. Burlotto
687,US,Gravel Ridge Vineyard,90,29,California,Matt Kettmann,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Cooper-Garrod
688,US,Reserve 34,91,90,Washington,Sean P. Sullivan,Mosquito Fleet 2011 Reserve 34 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Mosquito Fleet
689,US,Quattro Santa Barbara Highlands Vineyard,91,35,California,Matt Kettmann,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),Red Blend,Nadia
690,Austria,Nit'ana,91,35,Burgenland,Anne KrebiehlåÊMW,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),Red Blend,Nittnaus Hans und Christine
691,US,Ghielmetti Vineyard Micro-lot Reserve,91,50,California,Jim Gordon,Nottingham Cellars 2012 Ghielmetti Vineyard Micro-lot Reserve Malbec (Livermore Valley),Malbec,Nottingham Cellars
692,Italy,Capatosta,91,35,Tuscany,Kerin O‰ÛªKeefe,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),Red Blend,Poggio Argentiera
693,US,,91,65,California,Virginie Boone,Pride Mountain 2012 Cabernet Franc (Sonoma County),Cabernet Franc,Pride Mountain
694,South Africa,Reserve,91,50,Stellenbosch,Lauren Buzzeo,Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,Reyneke
695,Italy,Riserva Ducale Oro Gran Selezione,91,43,Tuscany,Kerin O‰ÛªKeefe,Ruffino 2010 Riserva Ducale Oro Gran Selezione  (Chianti Classico),Red Blend,Ruffino
696,New Zealand,Pioneer Block 20 Dillons Point Cash Block,91,28,Marlborough,Joe Czerwinski,Saint Clair 2014 Pioneer Block 20 Dillons Point Cash Block Sauvignon Blanc (Marlborough),Sauvignon Blanc,Saint Clair
697,Austria,von GÌ¦sing,91,,Wagram,Anne KrebiehlåÊMW,Soellner 2014 von GÌ¦sing Roter Veltliner (Wagram),Roter Veltliner,Soellner
698,US,Little Bear Creek,91,20,Washington,Sean P. Sullivan,Woodinville Wine Cellars 2012 Little Bear Creek Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Woodinville Wine Cellars
699,South Africa,Estate Wine,91,40,Simonsberg-Stellenbosch,Lauren Buzzeo,Kanonkop 2012 Estate Wine Pinotage (Simonsberg-Stellenbosch),Pinotage,Kanonkop
700,Argentina,,91,30,Mendoza Province,Michael Schachner,El Enemigo 2012 Bonarda (Mendoza),Bonarda,El Enemigo
701,France,Les Clans,91,65,Provence,Roger Voss,ChÌ¢teau d'Esclans 2013 Les Clans RosÌ© (CÌ«tes de Provence),RosÌ©,ChÌ¢teau d'Esclans
702,France,,91,17,Provence,Roger Voss,ChÌ¢teau Riotor 2014 RosÌ© (CÌ«tes de Provence),RosÌ©,ChÌ¢teau Riotor
703,France,,91,,Provence,Roger Voss,ChÌ¢teau Sainte Marguerite 2014 RosÌ© (CÌ«tes de Provence),RosÌ©,ChÌ¢teau Sainte Marguerite
704,France,,91,20,Provence,Roger Voss,ChÌ¢teau Vignelaure 2014 RosÌ© (Coteaux d'Aix-en-Provence),RosÌ©,ChÌ¢teau Vignelaure
705,New Zealand,,91,28,Marlborough,Joe Czerwinski,Cloudy Bay 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Cloudy Bay
706,France,TwoB,91,20,Provence,Roger Voss,Domaine de la Bastide Blanche 2014 TwoB RosÌ© (CÌ«tes de Provence),RosÌ©,Domaine de la Bastide Blanche
707,France,L'Esprit de Provence,91,20,Provence,Roger Voss,Domaine du Grand Cros 2014 L'Esprit de Provence RosÌ© (CÌ«tes de Provence),RosÌ©,Domaine du Grand Cros
708,France,VieVitÌ© Extraordinaire,91,25,Provence,Roger Voss,Domaine Sainte-Marie 2014 VieVitÌ© Extraordinaire RosÌ© (CÌ«tes de Provence),RosÌ©,Domaine Sainte-Marie
709,US,DCV2 Estate Four Clones Vineyard,91,38,California,Virginie Boone,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
710,New Zealand,,91,120,Martinborough,Joe Czerwinski,Dry River 2013 Pinot Noir (Martinborough),Pinot Noir,Dry River
